"","ResponseId","Q2","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15_1","Q15_2","Q15_3","Q16_1","Q16_2","Q16_3","Q17_1","Q17_2","Q17_3","Q17_4","Q18","Q19","Q20","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q21_7","Q21_8","Q21_9","Q22_1","Q22_2","Q22_3","Q23_1","Q23_2","Q23_3","Q24","Q25a","Q25b","Q26","Q27","Q28","Q29_1","Q29_2","Q29_3","Q29_4","Q29_5","Q29_6","Q29_7","Q29_8","Q29_9","Q29_10","Q29_11"
"197","R_5dKqm5I3unkY4IF",2,2,1,2,3,3,1,1,2,NA,NA,2,1,2,2,2,2,2,3,3,2,4,3,5,1,5,2,3,1,1,2,3,3,4,3,2,2,1,2,2,2,3,NA,3,4,1,2,2,3,1,2,3,4,4,2,2,2
"198","R_1qepEhl31PNh1GD",2,2,2,2,2,3,2,3,2,NA,NA,2,1,1,1,1,2,2,3,2,1,1,3,3,4,1,2,3,2,1,2,3,2,1,3,3,3,1,2,1,4,4,NA,1,2,1,1,4,1,1,4,3,1,2,1,2,1
"199","R_124KjGOjECoUpu6",2,2,2,2,3,1,1,1,2,NA,NA,1,1,1,1,2,2,2,1,2,3,4,5,5,1,5,5,1,1,2,3,1,1,1,2,3,4,5,3,1,4,3,NA,2,4,1,2,4,2,2,5,5,2,2,1,1,1
"200","R_1CrRSSMUJqVJpaK",2,2,2,1,2,5,2,5,1,2,NA,2,1,2,2,2,1,1,4,3,1,3,3,1,5,5,1,3,1,1,1,4,4,4,5,2,1,1,3,5,3,3,NA,2,4,2,2,2,4,2,2,4,3,3,4,2,4
"201","R_Zy0PGOh6Kk7iBsB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"202","R_3g1kVXplee0GM22",1,1,2,2,4,NA,2,2,1,2,NA,2,2,2,1,2,2,1,2,2,3,1,3,5,1,5,1,2,1,1,1,3,2,2,1,2,1,2,1,2,2,6,NA,3,2,2,2,4,2,1,3,4,2,2,1,2,4
"203","R_22tWbinxjB94uqV",2,1,2,2,4,NA,2,5,1,2,NA,2,3,1,1,2,2,2,4,2,1,2,5,2,1,5,5,3,1,1,1,1,3,1,3,3,5,1,1,3,2,2,NA,2,3,1,2,2,1,2,2,2,2,2,2,2,2
"204","R_2aDLrY7bW7cmelk",3,2,2,1,4,NA,2,5,1,2,NA,2,1,1,1,2,1,1,1,2,4,4,2,3,1,5,5,NA,2,2,5,5,5,4,1,1,5,1,2,2,1,3,NA,3,3,1,2,2,3,2,2,3,2,1,2,3,1
"205","R_1N9YkLFf9WdTntI",2,2,2,2,3,3,1,1,1,1,2,1,1,2,1,2,2,2,4,4,1,4,3,3,1,5,5,2,1,2,1,1,2,2,3,3,3,2,2,2,4,7,2,1,4,1,1,3,1,1,5,4,2,1,1,1,4
"206","R_3Le8AHBLN5s8g9o",1,2,2,2,4,NA,2,1,2,NA,NA,2,3,2,2,2,2,2,2,3,2,3,1,1,4,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,NA,3,1,1,1,5,1,1,5,4,1,1,1,1,1
"207","R_12nWwgL7nkquJmG",2,2,1,1,3,1,2,3,2,NA,NA,2,3,2,2,2,1,2,2,2,NA,NA,3,2,2,5,1,5,1,1,1,2,3,5,3,2,1,1,3,3,1,7,1,3,3,1,4,2,5,4,1,1,5,5,3,5,1
"208","R_2rZUxUT1B7yVX3U",3,1,1,1,1,2,2,3,2,NA,NA,2,1,2,2,2,2,2,3,2,2,1,3,2,2,4,1,4,1,2,1,4,2,4,4,2,1,2,2,3,1,1,NA,3,4,1,2,2,2,2,2,1,3,2,2,4,4
"209","R_2bBEV4iyed1k449",1,1,1,2,1,1,2,5,2,NA,NA,2,3,2,2,1,NA,2,4,1,1,1,4,1,4,1,1,5,1,1,1,5,4,5,3,2,NA,5,5,3,3,4,NA,4,4,2,2,2,4,1,1,2,5,5,4,5,5
"210","R_2PAwSmnp9gLruen",3,1,2,1,3,4,1,1,2,NA,NA,2,2,2,2,1,1,1,4,1,1,2,3,1,3,2,1,3,1,1,1,5,3,5,4,2,1,2,4,3,2,4,NA,2,3,2,4,3,3,2,1,1,5,2,4,5,4
"211","R_DvNVW2B7ICKQahr",2,2,2,2,4,NA,2,2,2,NA,NA,2,2,2,1,2,1,1,2,1,2,3,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,4,1,NA,3,2,1,1,3,2,1,2,2,2,1,2,1,2
"212","R_28GsSALaegfT3gM",1,1,2,2,2,3,2,3,2,NA,NA,2,1,1,1,2,2,1,2,2,2,2,5,5,2,5,4,4,1,1,1,5,4,4,4,2,3,2,3,2,1,6,NA,3,1,1,2,4,2,2,2,4,2,2,2,2,1
"213","R_3CJBr5PzZPZvUVv",3,1,1,1,3,4,2,3,3,NA,NA,2,2,2,2,2,2,1,4,2,1,4,3,1,4,3,3,3,3,3,3,5,5,5,4,3,1,2,4,1,1,7,1,5,5,2,3,1,3,3,2,2,4,4,4,4,3
"214","R_24NRjFJpSf3XME4",2,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,2,2,2,2,3,2,1,4,4,2,4,2,1,4,1,1,1,5,4,5,2,2,2,1,3,3,2,7,2,3,1,1,2,2,3,1,3,3,4,2,4,2,3
"215","R_2ByXLJKrMrcxoPN",3,2,2,2,2,3,2,4,2,NA,NA,2,1,1,1,2,2,1,3,2,1,4,2,1,2,5,1,3,1,1,1,2,3,3,5,1,1,1,1,4,2,5,NA,2,3,2,2,1,2,2,2,2,3,3,2,2,5
"216","R_294VI6V0rMqPPtg",3,1,2,1,2,1,2,2,2,NA,NA,2,2,3,2,2,2,1,2,1,1,4,3,1,2,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,3,3,NA,3,1,1,1,2,1,3,2,2,4,4,4,4,4
"217","R_5jvLBdE0Z4MtIR3",1,1,1,2,1,1,2,3,2,NA,NA,1,1,1,1,1,1,1,4,4,4,4,5,5,1,5,5,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,NA,3,2,1,1,5,1,1,5,2,2,1,1,1,4
"218","R_5gAmvOSyyCH56sV",2,1,2,2,2,1,2,2,1,2,NA,2,2,2,NA,1,1,1,2,1,2,3,2,1,1,2,2,3,3,1,2,2,3,1,2,2,1,2,2,NA,3,3,NA,3,2,1,1,1,2,1,2,1,2,1,1,3,2
"219","R_1GW79lkppIevF33",3,2,1,1,2,5,2,3,3,NA,NA,2,2,1,2,2,1,1,1,1,1,1,3,1,1,3,3,3,2,2,2,1,1,1,2,2,3,2,2,2,3,4,NA,3,3,2,1,3,1,2,2,2,2,3,3,2,2
"220","R_6x23x6K6jst3FQJ",1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,2,3,1,2,1,2,3,2,1,2,3,1,2,3,3,5,NA,1,1,1,1,2,3,4,3,2,1,3,2,1,2
"221","R_2rUCLIggiyBBdXn",2,1,2,2,4,NA,2,5,2,NA,NA,2,3,2,2,1,1,1,2,2,1,4,4,5,5,2,1,3,1,1,NA,NA,NA,NA,4,2,2,3,3,3,1,5,NA,4,3,1,4,2,4,4,1,2,5,5,5,5,5
"222","R_1gpEACZBSfNYvzP",2,2,2,2,4,NA,2,3,2,NA,NA,2,2,2,2,2,NA,2,4,4,4,4,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,2,3,3,3,3,3,3,3,3,3,3,3
"223","R_3oAbIvhgkLRrG5A",1,2,2,1,1,1,2,1,1,2,NA,2,1,2,2,1,1,2,2,2,3,3,1,3,3,2,3,4,4,2,3,4,4,4,5,4,4,2,4,2,1,6,NA,5,5,2,5,1,5,4,1,1,5,5,5,5,5
"224","R_3rMwU35vKF2eJje",2,1,2,2,3,4,1,1,2,NA,NA,2,1,1,2,2,2,2,1,1,1,1,3,4,3,5,1,2,2,1,1,1,1,5,4,2,1,3,3,4,2,7,1,4,3,2,3,3,2,1,5,3,3,3,3,3,3
"225","R_2xKrRswM0De9pwx",1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,3,4,5,1,3,5,1,2,1,1,3,NA,1,1,NA,1,2,1,2,1,2,3,4,5,1,1
"226","R_2TYjAOcqzbZT4VP",2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,3,4,5,1,3,5,1,2,1,1,2,NA,1,1,1,1,2,1,1,2,1,3,4,5,1,1
"227","R_1TX3xT2eMvsiuQ1",1,2,2,2,3,4,1,3,1,2,NA,2,1,1,1,2,1,1,1,2,2,2,3,5,2,3,4,3,1,2,2,2,2,2,2,2,3,2,3,3,1,1,NA,3,3,2,2,4,3,2,4,4,4,4,2,2,2
"228","R_2X4zyw7SVh7UbGU",1,1,1,2,4,NA,2,1,2,NA,NA,2,1,1,2,2,1,2,1,3,1,4,5,5,1,5,5,NA,1,1,1,5,5,1,1,1,1,1,5,1,2,5,NA,2,3,1,1,3,3,1,2,2,1,2,2,2,1
"229","R_2Vs9vrPvWuCrxC9",2,2,2,2,3,1,2,1,1,2,NA,1,1,1,1,1,1,1,4,3,3,3,2,1,3,4,1,2,1,1,1,1,1,2,3,3,2,2,2,4,4,1,NA,1,1,1,2,5,2,1,5,4,1,1,1,1,2
"230","R_2QuonDukQWL89v0",1,1,1,1,4,NA,1,1,2,NA,NA,2,3,3,3,1,2,NA,1,4,4,4,4,3,1,1,1,5,5,3,3,4,5,5,1,1,1,1,1,5,4,7,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"231","R_AcZarbPCscQ6heF",1,1,1,1,2,1,2,1,2,NA,NA,2,1,2,1,2,1,2,2,1,1,1,4,1,4,2,1,5,1,1,1,5,1,2,5,1,3,1,1,1,1,6,NA,5,5,1,5,4,4,2,1,1,5,5,5,2,5
"232","R_xElYxQm28klmQLf",1,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,2,1,1,3,3,1,3,4,2,4,3,1,4,1,1,1,4,4,4,3,3,3,3,3,3,3,3,NA,2,2,1,2,2,2,2,3,3,2,2,2,2,2
"233","R_eaGz4IjkI5IlD5n",2,2,2,2,3,5,1,1,2,NA,NA,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,2,1,1,1,1,3,5,3,3,1,3,3,3,2,2,NA,2,2,1,1,2,1,1,2,2,2,2,2,2,2
"234","R_2B50oPpF2z7xwAw",1,2,2,2,4,NA,2,4,2,NA,NA,2,2,2,2,2,2,2,3,2,1,2,3,1,5,1,1,5,1,1,1,4,5,5,4,1,1,1,1,1,2,6,NA,3,4,2,4,1,4,4,1,1,5,5,5,5,5
"235","R_2QrBED0PWYx1Qi7",3,1,1,1,1,1,1,1,2,NA,NA,2,2,2,2,2,2,2,3,2,1,1,1,1,1,5,5,5,1,1,1,5,3,3,1,1,1,1,2,1,1,6,NA,4,3,1,4,4,5,4,4,3,5,5,4,4,5
"236","R_1FPqljWHIoJXNvK",1,2,2,2,3,2,1,2,1,1,1,1,2,3,2,2,2,2,4,3,3,4,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,4,1,NA,2,2,1,1,2,3,2,2,1,1,2,3,2,1
"237","R_1gezQ5U9LbPH3mv",3,2,1,2,3,5,1,1,2,NA,NA,2,2,1,1,2,2,2,2,2,2,2,3,2,3,5,1,1,1,1,1,3,3,2,4,3,2,3,2,2,3,3,NA,3,4,2,2,4,3,2,2,3,3,3,2,2,2
"238","R_ePCEwUdDcXyy8cF",2,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,2,2,2,4,2,1,3,1,1,5,4,2,4,1,1,1,5,4,4,4,2,1,2,2,3,1,4,NA,3,4,2,1,2,3,2,3,2,2,3,2,1,1
"239","R_1OJ5nR53NFPpfuX",2,2,2,2,1,2,1,1,1,1,1,1,3,2,3,NA,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,NA,2,1,1,1,2,1,1,2,1,1,1,1,1,1
"240","R_3g0f5afHIWfgVkS",3,2,2,2,3,1,2,1,2,NA,NA,2,1,1,1,2,2,2,4,3,2,4,3,2,3,4,1,5,1,1,1,4,4,5,3,3,3,2,2,3,3,3,NA,3,2,1,2,2,2,2,4,4,2,1,1,1,5
"241","R_1E4XMPw54Lbf5go",2,2,2,2,4,NA,2,3,2,NA,NA,2,2,2,1,1,1,1,1,2,1,3,1,2,5,1,1,5,1,1,1,3,5,5,3,3,3,3,3,3,2,6,NA,3,2,1,1,3,1,2,4,3,2,2,1,2,2
"242","R_1d6qeirFfWGtjfK",2,2,2,2,4,NA,2,3,2,NA,NA,1,2,1,2,NA,NA,NA,4,4,4,4,5,5,5,5,3,3,2,5,3,4,3,2,3,2,1,1,1,3,2,7,1,3,3,2,3,2,3,4,4,3,4,3,2,1,2
"243","R_0V4AD0zz2Hdgq09",2,2,2,2,4,NA,2,1,2,NA,NA,2,1,2,1,2,2,1,2,2,1,2,5,3,1,5,3,1,1,1,1,1,3,2,1,1,3,5,5,1,1,2,NA,3,4,2,1,2,2,2,3,5,2,1,1,2,2
"244","R_3hm3hhdgL31Aq3w",2,2,2,2,3,5,2,2,1,2,NA,2,2,2,2,1,1,1,2,1,1,1,4,2,1,5,4,2,2,1,1,4,4,4,4,1,1,1,3,1,1,7,1,3,3,2,4,2,4,2,2,2,3,4,4,2,4
"245","R_3fpEEh08ljGQq4V",1,2,2,2,4,NA,2,5,1,2,NA,2,1,1,1,2,1,2,4,4,4,4,2,3,4,5,1,5,1,1,1,5,5,5,4,3,3,2,2,4,3,7,2,3,3,1,1,5,2,1,5,5,2,2,1,2,2
"246","R_sMRZi3dXYaccKRP",1,2,1,2,1,4,2,2,1,2,NA,2,1,1,1,2,1,NA,1,1,1,3,5,5,2,5,3,1,1,1,1,3,5,5,1,2,2,1,1,1,2,3,NA,2,3,1,1,5,1,1,4,5,1,1,1,2,1
"247","R_RwXAB5tB0dpAlQB",1,2,2,2,3,4,2,5,1,2,NA,1,1,1,1,2,1,1,1,3,1,1,4,5,2,5,1,1,1,1,1,1,2,2,2,3,3,4,1,4,2,1,NA,2,3,2,1,1,1,1,5,5,4,5,1,2,1
"248","R_WBDtFz50kVqRIbL",1,1,1,2,1,1,2,1,1,2,NA,2,1,1,1,2,2,1,2,1,1,2,4,5,1,NA,2,3,1,1,1,2,1,3,2,2,2,3,1,1,NA,3,NA,3,4,1,3,3,1,1,2,4,3,3,2,3,4
"249","R_3ndtSbjCaVW8REs",1,2,2,2,3,2,1,1,2,NA,NA,2,2,2,3,2,2,2,3,3,3,3,5,5,3,4,4,2,2,1,1,2,2,2,1,2,2,1,2,1,4,1,NA,1,3,1,1,4,1,1,4,5,1,1,1,1,1
"250","R_2QrdGxebqUBOGtQ",2,2,2,2,4,NA,2,4,2,NA,NA,2,1,1,1,1,NA,NA,1,1,1,1,2,3,4,2,5,4,4,5,2,1,3,1,5,5,NA,3,5,3,2,1,NA,5,3,2,1,3,3,5,2,2,5,3,5,4,1
"251","R_TqplnVLv0tQnT0t",2,2,2,2,4,NA,2,4,3,NA,NA,2,2,2,2,2,2,2,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,NA,3,3,2,4,4,4,4,4,4,4,4,4,4,4
"252","R_2e3DFJm38VTWuhk",1,2,2,2,4,NA,2,1,2,NA,NA,1,1,1,1,2,2,1,3,2,1,3,4,5,3,5,2,3,1,1,1,5,2,3,3,2,2,1,3,5,4,3,NA,1,1,1,1,5,1,1,5,5,2,1,1,1,1
"253","R_2sd9BBW80S3YYe8",NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,1,5,5,1,1,1,1,1,1,1,1,4,NA,1,1,1,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","R_22XorP0jutsN0Uf",2,2,2,2,3,3,1,2,2,NA,NA,2,1,1,1,2,1,2,2,1,1,2,4,4,4,4,1,3,1,3,1,3,3,5,2,2,2,3,2,2,4,1,NA,2,3,1,1,5,1,1,2,5,3,1,1,1,2
"255","R_2VIlxEv9PLAJghB",1,2,1,2,3,2,2,2,1,2,NA,2,2,2,2,2,1,2,1,1,1,3,4,4,3,5,5,3,1,1,1,2,4,1,3,3,3,4,5,1,4,4,NA,1,3,1,1,5,1,1,4,5,2,2,2,1,1
"256","R_6swXZB2r7LVEnCx",1,2,2,2,4,NA,2,5,1,1,2,1,1,1,1,2,2,2,2,2,2,3,5,5,1,5,5,2,4,4,4,4,1,1,1,1,1,1,1,1,3,1,NA,1,3,1,1,5,1,2,2,3,2,2,2,1,2
"257","R_2SCAxRV1PoDjdSF",2,2,1,2,4,NA,2,5,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,4,5,5,1,5,5,3,1,1,1,1,1,1,3,3,3,5,3,1,4,NA,NA,2,2,1,1,5,1,1,5,5,1,1,1,1,1
"258","R_p6FVDUP4jYt1hkZ",1,1,2,2,2,2,1,5,2,NA,NA,2,2,2,1,1,2,2,1,1,1,1,3,2,4,1,2,4,5,5,5,1,4,5,2,2,2,4,4,4,1,3,NA,3,2,1,1,4,4,5,4,4,4,1,1,1,5
"259","R_OCZ9LQJ8tdjAi9X",2,1,1,1,2,4,1,4,1,2,NA,2,3,3,3,2,2,2,4,4,4,4,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,NA,4,4,1,5,5,5,5,5,5,5,5,5,5,5
"260","R_32Yr0DgqfxHOewA",1,2,2,2,3,4,1,2,1,2,NA,2,1,1,1,1,1,1,4,4,4,3,1,4,4,4,4,3,2,3,1,3,3,5,3,3,2,5,5,3,3,1,NA,2,3,2,1,4,3,2,3,5,1,3,1,1,1
"261","R_3NUmQ6PJSmwWLrC",1,1,1,2,3,1,1,1,2,NA,NA,2,2,3,3,2,1,NA,2,4,4,4,4,5,3,3,1,5,1,1,1,2,5,3,NA,3,3,3,2,1,2,3,NA,2,4,1,1,NA,5,1,2,1,5,5,5,2,5
"262","R_3jd3x9Dui4Gw2s1",3,2,2,1,3,6,2,5,1,2,NA,2,3,3,3,2,1,1,4,4,4,4,5,5,5,5,5,5,5,4,4,3,3,3,1,1,1,5,3,1,4,2,NA,5,5,2,5,5,5,1,3,1,3,4,4,3,4
"263","R_yW5BNqYD6dMDMuR",3,1,1,1,2,1,2,4,1,1,1,1,3,3,3,2,2,2,3,4,4,4,5,5,1,5,5,1,1,1,4,1,1,4,NA,2,3,1,5,1,2,1,NA,4,5,1,5,4,1,1,1,1,1,5,4,1,5
"264","R_3Le8BbV6K2gKojP",2,2,1,2,3,3,1,2,2,NA,NA,2,2,3,3,1,1,1,2,2,2,2,4,3,2,5,3,4,3,3,1,4,5,4,5,3,1,1,3,3,3,7,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3
"265","R_pu4Wyd1BMCtyLtv",1,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,1,1,1,4,3,3,3,3,3,5,1,1,5,1,1,1,2,5,5,3,3,1,2,2,2,4,2,NA,2,1,1,2,1,5,2,2,2,2,1,2,1,5
"266","R_2QFXazoqB7TlacV",1,2,2,2,3,3,1,3,2,NA,NA,1,1,2,1,1,1,1,3,1,1,2,4,2,2,5,2,4,2,2,2,2,4,3,3,2,2,3,2,2,3,1,NA,1,3,1,1,3,3,1,3,3,2,2,2,2,3
"267","R_3m9RgSI4pwmAO3I",1,2,1,2,3,4,2,4,1,2,NA,2,3,3,3,2,2,2,4,2,2,2,3,3,3,5,1,5,1,1,1,5,5,5,5,2,2,3,3,3,3,7,2,3,2,1,1,4,3,3,2,5,4,4,3,2,3
"268","R_1k0rm7zImZl0Zvl",1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"269","R_2qruwty4nnIS6d9",2,2,2,2,4,NA,2,5,2,NA,NA,2,2,3,2,2,2,2,3,3,3,3,5,5,5,3,3,3,3,3,5,5,4,3,4,4,4,3,3,3,1,7,2,4,2,2,5,5,5,5,5,5,5,4,5,4,5
"270","R_D7z694Xai863SEh",1,2,2,2,4,NA,2,1,1,2,NA,1,2,1,1,2,2,NA,4,3,1,2,5,5,1,5,1,1,1,1,1,3,4,1,4,2,2,1,2,5,2,1,NA,3,3,1,2,5,2,1,4,4,5,3,2,5,5
"271","R_1q4c1HUJSNxMchK",1,2,2,2,4,NA,2,5,2,NA,NA,2,3,3,3,2,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5
"272","R_1FrMC2CmcXNE4NQ",3,2,2,2,3,3,2,5,2,NA,NA,2,2,1,1,2,2,2,1,3,3,3,2,3,2,3,3,3,3,2,1,5,5,5,4,3,3,3,3,3,3,1,NA,3,3,1,2,5,4,2,5,3,3,2,2,3,3
"273","R_bPdJbFfMPcBNOiR",2,2,2,2,4,NA,1,1,2,NA,NA,2,1,1,1,2,1,2,1,1,1,1,4,4,5,1,1,4,1,1,1,5,5,4,3,1,3,1,2,2,3,2,NA,2,4,2,1,5,2,1,3,3,3,2,2,1,4
"274","R_2tbwg7EDixSL0Y0",1,2,1,2,2,4,1,1,1,2,NA,2,1,1,1,2,2,2,1,1,1,2,5,5,1,5,2,4,1,1,1,2,4,1,3,3,3,5,5,2,4,1,NA,1,4,1,2,5,1,1,5,5,3,1,1,1,4
"275","R_1QuMKd12w9DtvVy",1,1,1,2,2,2,1,4,1,2,NA,1,1,1,1,2,1,1,4,4,4,4,2,5,1,5,5,1,1,1,2,1,1,1,4,3,3,5,5,1,1,3,NA,4,4,1,1,2,2,1,5,5,2,2,1,1,5
"276","R_2AG5pDjo1dRHjuv",1,2,2,1,3,1,2,4,2,NA,NA,2,1,1,2,2,1,2,3,3,1,3,4,2,1,2,1,1,1,1,1,2,1,2,5,3,2,1,1,3,3,4,NA,2,4,1,1,2,2,2,2,3,3,2,2,2,3
"277","R_ALgdkxvavSYyzh7",3,2,2,2,3,4,1,1,1,1,2,2,1,1,1,2,2,2,1,3,1,2,5,5,1,5,5,1,5,1,5,1,1,1,2,2,2,1,1,1,4,7,NA,1,4,1,1,5,1,1,4,5,2,1,1,2,1
"278","R_1HqysBPRWDV541e",1,2,2,2,4,NA,2,1,2,NA,NA,2,3,1,1,2,2,2,3,3,3,3,3,5,2,5,4,1,1,1,1,5,3,5,3,3,2,5,5,4,4,1,NA,1,3,1,1,5,1,1,4,5,2,1,1,1,2
"279","R_2V4P5RRwpANFyUY",1,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,5,2,1,1,3,NA,2,2,1,1,2,1,2,2,1,1,1,1,1,1
"280","R_vGKRJgdmuFGOcfv",1,2,1,2,3,4,1,1,2,NA,NA,2,1,2,1,2,2,1,2,1,1,1,4,3,1,5,2,2,1,1,1,2,5,3,4,2,2,1,1,2,3,4,NA,2,4,1,1,4,3,1,4,4,2,2,2,2,2
"281","R_3HNUgUMmJY3ulgA",2,2,2,2,3,3,2,4,1,1,1,1,1,1,1,2,1,2,4,4,3,4,4,5,1,5,5,3,1,1,1,1,1,2,3,3,3,3,3,2,4,1,NA,2,3,1,1,5,2,1,5,5,1,1,1,1,1
"282","R_w7rLkupbxES3u7L",2,1,2,2,4,NA,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,5,1,5,1,5,1,1,1,5,4,4,3,2,2,5,5,2,3,1,NA,3,3,1,1,5,2,1,5,5,1,1,1,1,1
"283","R_pLWBW9747zGxg8V",1,2,2,2,2,4,2,5,1,2,NA,1,1,1,1,2,2,2,3,2,1,2,5,5,2,4,4,5,1,1,3,3,3,5,5,3,1,1,1,1,1,1,NA,5,1,1,3,5,1,1,2,5,1,1,1,3,1
"284","R_bxBtfoZINN82r9T",2,2,1,2,4,NA,2,1,3,NA,NA,1,1,2,1,2,1,1,2,2,2,4,5,5,1,5,5,3,1,1,1,1,1,3,1,1,1,5,5,2,4,3,NA,2,5,1,1,2,1,1,4,5,2,2,1,1,5
"285","R_1dcctfmBKwP4cWk",2,2,2,2,3,6,2,5,2,NA,NA,2,2,3,2,2,2,2,2,1,1,2,4,1,3,2,1,1,1,1,1,4,4,1,5,2,NA,1,1,2,2,3,NA,3,4,2,2,5,2,2,4,4,4,4,2,2,4
"286","R_2VgylNjN6eIcj5S",1,2,2,2,3,1,2,4,2,NA,NA,2,1,1,1,2,2,2,2,2,2,2,3,5,2,5,4,2,2,5,4,2,4,2,3,3,3,2,2,2,3,4,NA,3,2,2,2,5,2,2,5,2,2,2,2,3,2
"287","R_1mkqFg8OvX1uZi4",NA,2,1,2,4,NA,2,3,1,1,2,2,1,1,1,2,2,NA,1,NA,1,1,1,NA,3,3,1,5,1,1,1,5,5,5,4,2,2,1,1,NA,2,1,NA,1,5,1,1,3,1,1,5,5,2,2,1,1,2
"288","R_vDGFv4zhUK7y8tr",1,2,2,2,3,3,1,2,3,NA,NA,2,1,1,1,NA,2,1,1,1,3,4,5,4,3,5,1,2,1,1,1,2,2,4,4,3,2,5,5,1,3,1,NA,2,4,1,4,2,4,2,2,2,4,4,4,2,4
"289","R_1Okqwr7NVE1krmt",3,2,2,2,2,1,2,5,1,2,NA,1,1,1,1,2,1,2,2,2,2,2,5,5,1,5,5,3,1,5,1,1,2,4,2,2,3,1,1,1,3,2,NA,3,3,1,1,5,2,1,4,5,1,2,3,2,3
"290","R_2AXw1pMKMsM5EKY",3,2,2,2,1,4,2,3,3,NA,NA,2,1,2,2,2,2,1,3,2,3,4,1,3,3,2,5,5,4,5,4,5,4,4,2,2,4,3,3,4,1,2,NA,2,3,1,2,3,3,4,4,3,4,4,4,3,3
"291","R_DMns0xlT1s7smC5",2,1,1,1,2,4,1,3,1,NA,NA,1,2,2,1,2,2,2,1,2,1,3,5,5,1,5,5,1,1,1,1,1,2,3,4,4,1,1,2,1,1,2,NA,2,2,2,1,1,1,1,1,1,NA,1,1,1,1
"292","R_1N36Hqj9ns8sKGk",3,2,2,2,3,1,1,2,1,2,NA,2,3,2,2,2,1,2,1,2,1,2,4,4,1,5,4,2,3,1,1,1,2,2,4,4,1,1,1,2,1,7,1,4,3,1,4,2,3,4,2,2,5,5,5,5,5
"293","R_3NJNba0cAWeJq1U",NA,2,2,2,3,4,1,2,1,2,NA,1,1,1,1,2,2,2,2,3,2,3,3,5,1,5,5,3,1,1,1,2,2,3,3,3,3,2,2,2,3,4,NA,2,4,1,1,5,2,1,4,5,2,2,1,2,2
"294","R_2fs2hQd0FonTcVf",2,2,2,2,3,1,2,4,1,2,NA,1,1,1,1,2,2,2,1,1,4,3,5,5,1,5,5,1,2,2,2,1,1,1,1,1,4,1,3,1,3,2,NA,3,5,1,1,5,1,1,5,5,1,1,1,1,1
"295","R_2y934nmWnexjUw6",2,2,2,2,3,6,2,3,2,NA,NA,2,2,1,1,1,1,1,1,1,1,3,3,3,2,5,3,1,3,2,3,2,3,2,3,2,3,3,3,3,3,7,2,4,2,1,2,3,3,3,2,3,3,3,3,3,3
